"","Location","Date","Water.level..m.surface.level.","stationTyp"
"5393","TUNNELWEG","24.09.20",57.73,"Groundwater Well"
"5394","TUNNELWEG","25.09.20",57.7,"Groundwater Well"
"5395","TUNNELWEG","26.09.20",57.68,"Groundwater Well"
"5396","TUNNELWEG","27.09.20",57.69,"Groundwater Well"
"5397","TUNNELWEG","28.09.20",57.75,"Groundwater Well"
"5398","TUNNELWEG","29.09.20",57.79,"Groundwater Well"
"5399","TUNNELWEG","30.09.20",57.82,"Groundwater Well"
"5400","TUNNELWEG","01.10.20",57.76,"Groundwater Well"
"5401","TUNNELWEG","02.10.20",57.7,"Groundwater Well"
"5402","TUNNELWEG","03.10.20",57.62,"Groundwater Well"
"5403","TUNNELWEG","04.10.20",57.61,"Groundwater Well"
"5404","TUNNELWEG","05.10.20",57.67,"Groundwater Well"
"5405","TUNNELWEG","06.10.20",57.7,"Groundwater Well"
"5406","TUNNELWEG","07.10.20",57.71,"Groundwater Well"
"5407","TUNNELWEG","08.10.20",57.81,"Groundwater Well"
"5408","TUNNELWEG","09.10.20",57.81,"Groundwater Well"
"5409","TUNNELWEG","10.10.20",57.82,"Groundwater Well"
"5410","TUNNELWEG","11.10.20",57.83,"Groundwater Well"
"5411","TUNNELWEG","12.10.20",57.84,"Groundwater Well"
"5412","TUNNELWEG","13.10.20",57.81,"Groundwater Well"
"5413","TUNNELWEG","14.10.20",57.8,"Groundwater Well"
"5414","TUNNELWEG","15.10.20",57.82,"Groundwater Well"
"5415","TUNNELWEG","16.10.20",57.84,"Groundwater Well"
"5416","TUNNELWEG","17.10.20",57.84,"Groundwater Well"
"5417","TUNNELWEG","18.10.20",57.85,"Groundwater Well"
"5418","TUNNELWEG","19.10.20",57.86,"Groundwater Well"
"5419","TUNNELWEG","20.10.20",57.8,"Groundwater Well"
"5420","TUNNELWEG","21.10.20",57.75,"Groundwater Well"
"5421","TUNNELWEG","22.10.20",57.75,"Groundwater Well"
"5422","TUNNELWEG","23.10.20",57.78,"Groundwater Well"
"5423","TUNNELWEG","24.10.20",57.78,"Groundwater Well"
"5424","TUNNELWEG","25.10.20",57.74,"Groundwater Well"
"5425","TUNNELWEG","26.10.20",57.7,"Groundwater Well"
"5426","TUNNELWEG","27.10.20",57.72,"Groundwater Well"
"5427","TUNNELWEG","28.10.20",57.72,"Groundwater Well"
"5428","TUNNELWEG","29.10.20",57.75,"Groundwater Well"
"5429","TUNNELWEG","30.10.20",57.81,"Groundwater Well"
"5430","TUNNELWEG","31.10.20",57.85,"Groundwater Well"
"5431","TUNNELWEG","01.11.20",57.8,"Groundwater Well"
"5432","TUNNELWEG","02.11.20",57.76,"Groundwater Well"
"5433","TUNNELWEG","03.11.20",57.81,"Groundwater Well"
"5434","TUNNELWEG","04.11.20",57.87,"Groundwater Well"
"5435","TUNNELWEG","05.11.20",57.95,"Groundwater Well"
"5436","TUNNELWEG","06.11.20",57.96,"Groundwater Well"
"5437","TUNNELWEG","07.11.20",57.89,"Groundwater Well"
"5438","TUNNELWEG","08.11.20",57.86,"Groundwater Well"
"5439","TUNNELWEG","09.11.20",57.86,"Groundwater Well"
"5440","TUNNELWEG","10.11.20",57.87,"Groundwater Well"
"5441","TUNNELWEG","11.11.20",57.89,"Groundwater Well"
"5442","TUNNELWEG","12.11.20",57.84,"Groundwater Well"
"5443","TUNNELWEG","13.11.20",57.84,"Groundwater Well"
"5444","TUNNELWEG","14.11.20",57.82,"Groundwater Well"
"5445","TUNNELWEG","15.11.20",57.79,"Groundwater Well"
"5446","TUNNELWEG","16.11.20",57.74,"Groundwater Well"
"5447","TUNNELWEG","17.11.20",57.85,"Groundwater Well"
"5448","TUNNELWEG","18.11.20",57.89,"Groundwater Well"
"5449","TUNNELWEG","19.11.20",57.83,"Groundwater Well"
"5450","TUNNELWEG","20.11.20",57.92,"Groundwater Well"
"5451","TUNNELWEG","21.11.20",57.95,"Groundwater Well"
"5452","TUNNELWEG","22.11.20",57.9,"Groundwater Well"
"5453","TUNNELWEG","23.11.20",57.89,"Groundwater Well"
"5454","TUNNELWEG","24.11.20",57.9,"Groundwater Well"
"5455","TUNNELWEG","25.11.20",57.84,"Groundwater Well"
"5456","TUNNELWEG","26.11.20",57.84,"Groundwater Well"
"5457","TUNNELWEG","27.11.20",57.85,"Groundwater Well"
"5458","TUNNELWEG","28.11.20",57.84,"Groundwater Well"
"5459","TUNNELWEG","29.11.20",57.87,"Groundwater Well"
"5460","TUNNELWEG","30.11.20",57.9,"Groundwater Well"
"5461","TUNNELWEG","01.12.20",57.83,"Groundwater Well"
"5462","TUNNELWEG","02.12.20",57.84,"Groundwater Well"
"5463","TUNNELWEG","03.12.20",57.78,"Groundwater Well"
"5464","TUNNELWEG","04.12.20",57.61,"Groundwater Well"
"5465","TUNNELWEG","05.12.20",57.63,"Groundwater Well"
"5466","TUNNELWEG","06.12.20",57.7,"Groundwater Well"
"5467","TUNNELWEG","07.12.20",57.69,"Groundwater Well"
"5468","TUNNELWEG","08.12.20",57.7,"Groundwater Well"
"5469","TUNNELWEG","09.12.20",57.74,"Groundwater Well"
"5470","TUNNELWEG","10.12.20",57.76,"Groundwater Well"
"5471","TUNNELWEG","11.12.20",57.71,"Groundwater Well"
"5472","TUNNELWEG","12.12.20",57.63,"Groundwater Well"
"5473","TUNNELWEG","13.12.20",57.72,"Groundwater Well"
"5474","TUNNELWEG","14.12.20",57.75,"Groundwater Well"
"5475","TUNNELWEG","15.12.20",57.74,"Groundwater Well"
"5476","TUNNELWEG","16.12.20",57.79,"Groundwater Well"
"5477","TUNNELWEG","17.12.20",57.79,"Groundwater Well"
"5478","TUNNELWEG","18.12.20",57.85,"Groundwater Well"
"5479","TUNNELWEG","19.12.20",57.81,"Groundwater Well"
"5480","TUNNELWEG","20.12.20",57.8,"Groundwater Well"
"5481","TUNNELWEG","21.12.20",57.84,"Groundwater Well"
"5482","TUNNELWEG","22.12.20",57.77,"Groundwater Well"
"5483","TUNNELWEG","23.12.20",57.79,"Groundwater Well"
"5484","TUNNELWEG","24.12.20",57.74,"Groundwater Well"
"5485","TUNNELWEG","25.12.20",57.81,"Groundwater Well"
"5486","TUNNELWEG","26.12.20",57.87,"Groundwater Well"
"5487","TUNNELWEG","27.12.20",57.77,"Groundwater Well"
"5488","TUNNELWEG","28.12.20",57.54,"Groundwater Well"
"5489","TUNNELWEG","29.12.20",57.54,"Groundwater Well"
"5490","TUNNELWEG","30.12.20",57.65,"Groundwater Well"
"5491","TUNNELWEG","31.12.20",57.71,"Groundwater Well"
"5492","TUNNELWEG","01.01.21",57.72,"Groundwater Well"
"5493","TUNNELWEG","02.01.21",57.77,"Groundwater Well"
"5494","TUNNELWEG","03.01.21",57.78,"Groundwater Well"
"5495","TUNNELWEG","04.01.21",57.79,"Groundwater Well"
"5496","TUNNELWEG","05.01.21",57.79,"Groundwater Well"
"5497","TUNNELWEG","06.01.21",57.8,"Groundwater Well"
"5498","TUNNELWEG","07.01.21",57.79,"Groundwater Well"
"5499","TUNNELWEG","08.01.21",57.78,"Groundwater Well"
"5500","TUNNELWEG","09.01.21",57.83,"Groundwater Well"
"5501","TUNNELWEG","10.01.21",57.86,"Groundwater Well"
"5502","TUNNELWEG","11.01.21",57.86,"Groundwater Well"
"5503","TUNNELWEG","12.01.21",57.79,"Groundwater Well"
"5504","TUNNELWEG","13.01.21",57.8,"Groundwater Well"
"5505","TUNNELWEG","14.01.21",57.81,"Groundwater Well"
"5506","TUNNELWEG","15.01.21",57.83,"Groundwater Well"
"5507","TUNNELWEG","16.01.21",57.9,"Groundwater Well"
"5508","TUNNELWEG","17.01.21",57.82,"Groundwater Well"
"5509","TUNNELWEG","18.01.21",57.86,"Groundwater Well"
"5510","TUNNELWEG","19.01.21",57.83,"Groundwater Well"
"5511","TUNNELWEG","20.01.21",57.74,"Groundwater Well"
"5512","TUNNELWEG","21.01.21",57.64,"Groundwater Well"
"5513","TUNNELWEG","22.01.21",57.6,"Groundwater Well"
"5514","TUNNELWEG","23.01.21",57.66,"Groundwater Well"
"5515","TUNNELWEG","24.01.21",57.64,"Groundwater Well"
"5516","TUNNELWEG","25.01.21",57.67,"Groundwater Well"
"5517","TUNNELWEG","26.01.21",57.76,"Groundwater Well"
"5518","TUNNELWEG","27.01.21",57.81,"Groundwater Well"
"5519","TUNNELWEG","28.01.21",57.76,"Groundwater Well"
"5520","TUNNELWEG","29.01.21",57.68,"Groundwater Well"
"5521","TUNNELWEG","30.01.21",57.67,"Groundwater Well"
"5522","TUNNELWEG","31.01.21",57.68,"Groundwater Well"
"5523","TUNNELWEG","01.02.21",57.63,"Groundwater Well"
"5524","TUNNELWEG","02.02.21",57.68,"Groundwater Well"
"5525","TUNNELWEG","03.02.21",57.67,"Groundwater Well"
"5526","TUNNELWEG","04.02.21",57.69,"Groundwater Well"
"5527","TUNNELWEG","05.02.21",57.75,"Groundwater Well"
"5528","TUNNELWEG","06.02.21",57.75,"Groundwater Well"
"5529","TUNNELWEG","07.02.21",57.67,"Groundwater Well"
"5530","TUNNELWEG","08.02.21",57.65,"Groundwater Well"
"5531","TUNNELWEG","09.02.21",57.68,"Groundwater Well"
"5532","TUNNELWEG","10.02.21",57.72,"Groundwater Well"
"5533","TUNNELWEG","11.02.21",57.82,"Groundwater Well"
"5534","TUNNELWEG","12.02.21",57.89,"Groundwater Well"
"5535","TUNNELWEG","13.02.21",57.92,"Groundwater Well"
"5536","TUNNELWEG","14.02.21",57.94,"Groundwater Well"
"5537","TUNNELWEG","15.02.21",57.9,"Groundwater Well"
"5538","TUNNELWEG","16.02.21",57.84,"Groundwater Well"
"5539","TUNNELWEG","17.02.21",57.78,"Groundwater Well"
"5540","TUNNELWEG","18.02.21",57.8,"Groundwater Well"
"5541","TUNNELWEG","19.02.21",57.77,"Groundwater Well"
"5542","TUNNELWEG","20.02.21",57.79,"Groundwater Well"
"5543","TUNNELWEG","21.02.21",57.78,"Groundwater Well"
"5544","TUNNELWEG","22.02.21",57.79,"Groundwater Well"
"5545","TUNNELWEG","23.02.21",57.86,"Groundwater Well"
"5546","TUNNELWEG","24.02.21",57.91,"Groundwater Well"
"5547","TUNNELWEG","25.02.21",57.89,"Groundwater Well"
"5548","TUNNELWEG","26.02.21",57.9,"Groundwater Well"
"5549","TUNNELWEG","27.02.21",57.96,"Groundwater Well"
"5550","TUNNELWEG","28.02.21",57.98,"Groundwater Well"
"5551","TUNNELWEG","01.03.21",57.94,"Groundwater Well"
"5552","TUNNELWEG","02.03.21",57.92,"Groundwater Well"
"5553","TUNNELWEG","03.03.21",57.91,"Groundwater Well"
"5554","TUNNELWEG","04.03.21",57.88,"Groundwater Well"
"5555","TUNNELWEG","05.03.21",57.86,"Groundwater Well"
"5556","TUNNELWEG","06.03.21",57.93,"Groundwater Well"
"5557","TUNNELWEG","07.03.21",57.91,"Groundwater Well"
"5558","TUNNELWEG","08.03.21",57.87,"Groundwater Well"
"5559","TUNNELWEG","09.03.21",57.85,"Groundwater Well"
"5560","TUNNELWEG","10.03.21",57.84,"Groundwater Well"
"5561","TUNNELWEG","11.03.21",57.76,"Groundwater Well"
"5562","TUNNELWEG","12.03.21",57.73,"Groundwater Well"
"5563","TUNNELWEG","13.03.21",57.72,"Groundwater Well"
"5564","TUNNELWEG","14.03.21",57.71,"Groundwater Well"
"5565","TUNNELWEG","15.03.21",57.77,"Groundwater Well"
"5566","TUNNELWEG","16.03.21",57.84,"Groundwater Well"
"5567","TUNNELWEG","17.03.21",57.86,"Groundwater Well"
"5568","TUNNELWEG","18.03.21",57.88,"Groundwater Well"
"5569","TUNNELWEG","19.03.21",57.83,"Groundwater Well"
"5570","TUNNELWEG","20.03.21",57.88,"Groundwater Well"
"5571","TUNNELWEG","21.03.21",57.88,"Groundwater Well"
"5572","TUNNELWEG","22.03.21",57.87,"Groundwater Well"
"5573","TUNNELWEG","23.03.21",57.88,"Groundwater Well"
"5574","TUNNELWEG","24.03.21",57.87,"Groundwater Well"
"5575","TUNNELWEG","25.03.21",57.84,"Groundwater Well"
"5576","TUNNELWEG","26.03.21",57.84,"Groundwater Well"
"5577","TUNNELWEG","27.03.21",57.8,"Groundwater Well"
"5578","TUNNELWEG","28.03.21",57.88,"Groundwater Well"
"5579","TUNNELWEG","29.03.21",57.89,"Groundwater Well"
"5580","TUNNELWEG","30.03.21",57.92,"Groundwater Well"
"5581","TUNNELWEG","31.03.21",57.89,"Groundwater Well"
"5582","TUNNELWEG","01.04.21",57.85,"Groundwater Well"
"5583","TUNNELWEG","02.04.21",57.87,"Groundwater Well"
"5584","TUNNELWEG","03.04.21",57.88,"Groundwater Well"
"5585","TUNNELWEG","04.04.21",57.9,"Groundwater Well"
"5586","TUNNELWEG","05.04.21",57.82,"Groundwater Well"
"5587","TUNNELWEG","06.04.21",57.8,"Groundwater Well"
"5588","TUNNELWEG","07.04.21",57.8,"Groundwater Well"
"5589","TUNNELWEG","08.04.21",57.86,"Groundwater Well"
"5590","TUNNELWEG","09.04.21",57.83,"Groundwater Well"
"5591","TUNNELWEG","10.04.21",57.78,"Groundwater Well"
"5592","TUNNELWEG","11.04.21",57.75,"Groundwater Well"
"5593","TUNNELWEG","12.04.21",57.83,"Groundwater Well"
"5594","TUNNELWEG","13.04.21",57.91,"Groundwater Well"
"5595","TUNNELWEG","14.04.21",57.92,"Groundwater Well"
"5596","TUNNELWEG","15.04.21",57.91,"Groundwater Well"
"5597","TUNNELWEG","16.04.21",57.9,"Groundwater Well"
"5598","TUNNELWEG","17.04.21",57.88,"Groundwater Well"
"5599","TUNNELWEG","18.04.21",57.86,"Groundwater Well"
"5600","TUNNELWEG","19.04.21",57.84,"Groundwater Well"
"5601","TUNNELWEG","20.04.21",57.83,"Groundwater Well"
"5602","TUNNELWEG","21.04.21",57.81,"Groundwater Well"
"5603","TUNNELWEG","22.04.21",57.85,"Groundwater Well"
"5604","TUNNELWEG","23.04.21",57.89,"Groundwater Well"
"5605","TUNNELWEG","24.04.21",57.89,"Groundwater Well"
"5606","TUNNELWEG","25.04.21",57.88,"Groundwater Well"
"5607","TUNNELWEG","26.04.21",57.87,"Groundwater Well"
"5608","TUNNELWEG","27.04.21",57.8,"Groundwater Well"
"5609","TUNNELWEG","28.04.21",57.74,"Groundwater Well"
"5610","TUNNELWEG","29.04.21",57.71,"Groundwater Well"
"5611","TUNNELWEG","30.04.21",57.78,"Groundwater Well"
"5612","TUNNELWEG","01.05.21",57.79,"Groundwater Well"
"5613","TUNNELWEG","02.05.21",57.8,"Groundwater Well"
"5614","TUNNELWEG","03.05.21",57.84,"Groundwater Well"
"5615","TUNNELWEG","04.05.21",57.75,"Groundwater Well"
"5616","TUNNELWEG","05.05.21",57.71,"Groundwater Well"
"5617","TUNNELWEG","06.05.21",57.76,"Groundwater Well"
"5618","TUNNELWEG","07.05.21",57.75,"Groundwater Well"
"5619","TUNNELWEG","08.05.21",57.82,"Groundwater Well"
"5620","TUNNELWEG","09.05.21",57.76,"Groundwater Well"
"5621","TUNNELWEG","10.05.21",57.7,"Groundwater Well"
"5622","TUNNELWEG","11.05.21",57.75,"Groundwater Well"
"5623","TUNNELWEG","12.05.21",57.77,"Groundwater Well"
"5624","TUNNELWEG","13.05.21",57.76,"Groundwater Well"
"5625","TUNNELWEG","14.05.21",57.74,"Groundwater Well"
"5626","TUNNELWEG","15.05.21",57.74,"Groundwater Well"
"5627","TUNNELWEG","16.05.21",57.7,"Groundwater Well"
"5628","TUNNELWEG","17.05.21",57.69,"Groundwater Well"
"5629","TUNNELWEG","18.05.21",57.75,"Groundwater Well"
"5630","TUNNELWEG","19.05.21",57.79,"Groundwater Well"
"5631","TUNNELWEG","20.05.21",57.82,"Groundwater Well"
"5632","TUNNELWEG","21.05.21",57.76,"Groundwater Well"
"5633","TUNNELWEG","22.05.21",57.7,"Groundwater Well"
"5634","TUNNELWEG","23.05.21",57.74,"Groundwater Well"
"5635","TUNNELWEG","24.05.21",57.77,"Groundwater Well"
"5636","TUNNELWEG","25.05.21",57.75,"Groundwater Well"
"5637","TUNNELWEG","26.05.21",57.78,"Groundwater Well"
"5638","TUNNELWEG","28.05.21",57.83,"Groundwater Well"
"5639","TUNNELWEG","29.05.21",57.85,"Groundwater Well"
"5640","TUNNELWEG","30.05.21",57.87,"Groundwater Well"
"5641","TUNNELWEG","31.05.21",57.85,"Groundwater Well"
"5642","TUNNELWEG","01.06.21",57.82,"Groundwater Well"
"5643","TUNNELWEG","02.06.21",57.79,"Groundwater Well"
"5644","TUNNELWEG","03.06.21",57.8,"Groundwater Well"
"5645","TUNNELWEG","04.06.21",57.83,"Groundwater Well"
"5646","TUNNELWEG","05.06.21",57.83,"Groundwater Well"
"5647","TUNNELWEG","06.06.21",57.85,"Groundwater Well"
"5648","TUNNELWEG","07.06.21",57.86,"Groundwater Well"
"5649","TUNNELWEG","08.06.21",57.86,"Groundwater Well"
"5650","TUNNELWEG","09.06.21",57.85,"Groundwater Well"
"5651","TUNNELWEG","10.06.21",57.85,"Groundwater Well"
"5652","TUNNELWEG","11.06.21",57.84,"Groundwater Well"
"5653","TUNNELWEG","12.06.21",57.83,"Groundwater Well"
"5654","TUNNELWEG","13.06.21",57.87,"Groundwater Well"
"5655","TUNNELWEG","14.06.21",57.87,"Groundwater Well"
"5656","TUNNELWEG","15.06.21",57.84,"Groundwater Well"
"5657","TUNNELWEG","16.06.21",57.83,"Groundwater Well"
"5658","TUNNELWEG","17.06.21",57.78,"Groundwater Well"
"5659","TUNNELWEG","18.06.21",57.79,"Groundwater Well"
"5660","TUNNELWEG","19.06.21",57.79,"Groundwater Well"
"5661","TUNNELWEG","20.06.21",57.76,"Groundwater Well"
"5662","TUNNELWEG","21.06.21",57.74,"Groundwater Well"
"5663","TUNNELWEG","22.06.21",57.78,"Groundwater Well"
"5664","TUNNELWEG","23.06.21",57.82,"Groundwater Well"
"5665","TUNNELWEG","24.06.21",57.84,"Groundwater Well"
"5666","TUNNELWEG","25.06.21",57.83,"Groundwater Well"
"5667","TUNNELWEG","26.06.21",57.82,"Groundwater Well"
"5668","TUNNELWEG","27.06.21",57.81,"Groundwater Well"
"5669","TUNNELWEG","28.06.21",57.79,"Groundwater Well"
"5670","TUNNELWEG","29.06.21",57.78,"Groundwater Well"
"5671","TUNNELWEG","30.06.21",57.76,"Groundwater Well"
"5672","TUNNELWEG","01.07.21",57.79,"Groundwater Well"
"5673","TUNNELWEG","02.07.21",57.8,"Groundwater Well"
"5674","TUNNELWEG","03.07.21",57.8,"Groundwater Well"
"5675","TUNNELWEG","04.07.21",57.77,"Groundwater Well"
"5676","TUNNELWEG","05.07.21",57.75,"Groundwater Well"
"5677","TUNNELWEG","06.07.21",57.73,"Groundwater Well"
"5678","TUNNELWEG","07.07.21",57.76,"Groundwater Well"
"5679","TUNNELWEG","08.07.21",57.81,"Groundwater Well"
"5680","TUNNELWEG","09.07.21",57.83,"Groundwater Well"
"5681","TUNNELWEG","10.07.21",57.83,"Groundwater Well"
"5682","TUNNELWEG","11.07.21",57.79,"Groundwater Well"
"5683","TUNNELWEG","12.07.21",57.78,"Groundwater Well"
"5684","TUNNELWEG","13.07.21",57.75,"Groundwater Well"
"5685","TUNNELWEG","14.07.21",57.73,"Groundwater Well"
"5686","TUNNELWEG","15.07.21",57.73,"Groundwater Well"
"5687","TUNNELWEG","16.07.21",57.79,"Groundwater Well"
"5688","TUNNELWEG","17.07.21",57.83,"Groundwater Well"
"5689","TUNNELWEG","18.07.21",57.83,"Groundwater Well"
"5690","TUNNELWEG","19.07.21",57.82,"Groundwater Well"
"5691","TUNNELWEG","20.07.21",57.81,"Groundwater Well"
"5692","TUNNELWEG","21.07.21",57.82,"Groundwater Well"
"5693","TUNNELWEG","22.07.21",57.83,"Groundwater Well"
"5694","TUNNELWEG","23.07.21",57.81,"Groundwater Well"
"5695","TUNNELWEG","24.07.21",57.76,"Groundwater Well"
"5696","TUNNELWEG","25.07.21",57.73,"Groundwater Well"
"5697","TUNNELWEG","26.07.21",57.73,"Groundwater Well"
"5698","TUNNELWEG","27.07.21",57.76,"Groundwater Well"
"5699","TUNNELWEG","28.07.21",57.75,"Groundwater Well"
"5700","TUNNELWEG","29.07.21",57.75,"Groundwater Well"
"5701","TUNNELWEG","30.07.21",57.76,"Groundwater Well"
"5702","TUNNELWEG","31.07.21",57.73,"Groundwater Well"
"5703","TUNNELWEG","01.08.21",57.74,"Groundwater Well"
"5704","TUNNELWEG","02.08.21",57.76,"Groundwater Well"
"5705","TUNNELWEG","03.08.21",57.78,"Groundwater Well"
"5706","TUNNELWEG","04.08.21",57.77,"Groundwater Well"
"5707","TUNNELWEG","05.08.21",57.76,"Groundwater Well"
"5708","TUNNELWEG","06.08.21",57.7,"Groundwater Well"
"5709","TUNNELWEG","07.08.21",57.7,"Groundwater Well"
"5710","TUNNELWEG","08.08.21",57.7,"Groundwater Well"
"5711","TUNNELWEG","09.08.21",57.77,"Groundwater Well"
"5712","TUNNELWEG","10.08.21",57.79,"Groundwater Well"
"5713","TUNNELWEG","11.08.21",57.8,"Groundwater Well"
"5714","TUNNELWEG","12.08.21",57.81,"Groundwater Well"
"5715","TUNNELWEG","13.08.21",57.81,"Groundwater Well"
"5716","TUNNELWEG","14.08.21",57.83,"Groundwater Well"
"5717","TUNNELWEG","15.08.21",57.8,"Groundwater Well"
"5718","TUNNELWEG","16.08.21",57.76,"Groundwater Well"
"5719","TUNNELWEG","17.08.21",57.8,"Groundwater Well"
"5720","TUNNELWEG","18.08.21",57.8,"Groundwater Well"
"5721","TUNNELWEG","19.08.21",57.78,"Groundwater Well"
"5722","TUNNELWEG","20.08.21",57.78,"Groundwater Well"
"5723","TUNNELWEG","21.08.21",57.8,"Groundwater Well"
"5724","TUNNELWEG","22.08.21",57.78,"Groundwater Well"
"5725","TUNNELWEG","23.08.21",57.8,"Groundwater Well"
"5726","TUNNELWEG","24.08.21",57.85,"Groundwater Well"
"5727","TUNNELWEG","25.08.21",57.86,"Groundwater Well"
"5728","TUNNELWEG","26.08.21",57.81,"Groundwater Well"
"5729","TUNNELWEG","27.08.21",57.8,"Groundwater Well"
"5730","TUNNELWEG","28.08.21",57.81,"Groundwater Well"
"5731","TUNNELWEG","29.08.21",57.82,"Groundwater Well"
"5732","TUNNELWEG","30.08.21",57.81,"Groundwater Well"
"5733","TUNNELWEG","31.08.21",57.83,"Groundwater Well"
"5734","TUNNELWEG","01.09.21",57.87,"Groundwater Well"
"5735","TUNNELWEG","02.09.21",57.88,"Groundwater Well"
"5736","TUNNELWEG","03.09.21",57.84,"Groundwater Well"
"5737","TUNNELWEG","04.09.21",57.81,"Groundwater Well"
"5738","TUNNELWEG","05.09.21",57.81,"Groundwater Well"
"5739","TUNNELWEG","06.09.21",57.83,"Groundwater Well"
"5740","TUNNELWEG","07.09.21",57.85,"Groundwater Well"
"5741","TUNNELWEG","08.09.21",57.82,"Groundwater Well"
"5742","TUNNELWEG","09.09.21",57.77,"Groundwater Well"
"5743","TUNNELWEG","10.09.21",57.76,"Groundwater Well"
"5744","TUNNELWEG","11.09.21",57.79,"Groundwater Well"
"5745","TUNNELWEG","12.09.21",57.81,"Groundwater Well"
"5746","TUNNELWEG","13.09.21",57.81,"Groundwater Well"
"5747","TUNNELWEG","14.09.21",57.8,"Groundwater Well"
"5748","TUNNELWEG","15.09.21",57.77,"Groundwater Well"
"5749","TUNNELWEG","16.09.21",57.78,"Groundwater Well"
"5750","TUNNELWEG","17.09.21",57.81,"Groundwater Well"
"5751","TUNNELWEG","18.09.21",57.79,"Groundwater Well"
"5752","TUNNELWEG","19.09.21",57.78,"Groundwater Well"
"5753","TUNNELWEG","20.09.21",57.79,"Groundwater Well"
"5754","TUNNELWEG","21.09.21",57.85,"Groundwater Well"
"5755","TUNNELWEG","22.09.21",57.89,"Groundwater Well"
"5756","TUNNELWEG","23.09.21",57.86,"Groundwater Well"
"5757","TUNNELWEG","24.09.21",57.81,"Groundwater Well"
"5758","TUNNELWEG","25.09.21",57.8,"Groundwater Well"
"5759","TUNNELWEG","26.09.21",57.78,"Groundwater Well"
"5760","TUNNELWEG","27.09.21",57.79,"Groundwater Well"
"5761","TUNNELWEG","28.09.21",57.82,"Groundwater Well"
"5762","TUNNELWEG","29.09.21",57.81,"Groundwater Well"
"5763","TUNNELWEG","30.09.21",57.85,"Groundwater Well"
"5764","TUNNELWEG","01.10.21",57.83,"Groundwater Well"
"5765","TUNNELWEG","02.10.21",57.78,"Groundwater Well"
"5766","TUNNELWEG","03.10.21",57.68,"Groundwater Well"
"5767","TUNNELWEG","04.10.21",57.75,"Groundwater Well"
"5768","TUNNELWEG","05.10.21",57.77,"Groundwater Well"
"5769","TUNNELWEG","06.10.21",57.74,"Groundwater Well"
"5770","TUNNELWEG","07.10.21",57.83,"Groundwater Well"
"5771","TUNNELWEG","08.10.21",57.88,"Groundwater Well"
"5772","TUNNELWEG","09.10.21",57.88,"Groundwater Well"
"5773","TUNNELWEG","10.10.21",57.87,"Groundwater Well"
"5774","TUNNELWEG","11.10.21",57.86,"Groundwater Well"
"5775","TUNNELWEG","12.10.21",57.86,"Groundwater Well"
"5776","TUNNELWEG","13.10.21",57.83,"Groundwater Well"
"5777","TUNNELWEG","14.10.21",57.86,"Groundwater Well"
"5778","TUNNELWEG","15.10.21",57.82,"Groundwater Well"
"5779","TUNNELWEG","16.10.21",57.83,"Groundwater Well"
"5780","TUNNELWEG","17.10.21",57.82,"Groundwater Well"
"5781","TUNNELWEG","18.10.21",57.83,"Groundwater Well"
"5782","TUNNELWEG","19.10.21",57.82,"Groundwater Well"
"5783","TUNNELWEG","20.10.21",57.77,"Groundwater Well"
"5784","TUNNELWEG","21.10.21",57.65,"Groundwater Well"
"5785","TUNNELWEG","22.10.21",57.77,"Groundwater Well"
"5786","TUNNELWEG","23.10.21",57.83,"Groundwater Well"
"5787","TUNNELWEG","24.10.21",57.86,"Groundwater Well"
"5788","TUNNELWEG","25.10.21",57.82,"Groundwater Well"
"5789","TUNNELWEG","26.10.21",57.8,"Groundwater Well"
"5790","TUNNELWEG","27.10.21",57.83,"Groundwater Well"
"5791","TUNNELWEG","28.10.21",57.82,"Groundwater Well"
"5792","TUNNELWEG","29.10.21",57.76,"Groundwater Well"
"5793","TUNNELWEG","30.10.21",57.71,"Groundwater Well"
"5794","TUNNELWEG","31.10.21",57.7,"Groundwater Well"
"5795","TUNNELWEG","01.11.21",57.66,"Groundwater Well"
